,Unnamed: 0,text
5171,5171,them finally they had to yield themselves the last struggle in
5172,5172,massachusetts took place in the constitutional convention of  there
5173,5173,as manhood suffrage their protests were futile the property test was
5174,5174,abolished and a small taxpaying qualification was substituted new york
5175,5175,rhode island clung to her freehold qualification through thirty years of
5176,5176,brought about a reform in  which introduced a slight taxpaying
5177,5177,qualification as an alternative to the freehold virginia and north
5178,5178,carolina were still unconvinced the former refused to abandon ownership
5179,5179,of land as the test for political rights until  and the latter until
5180,5180, although religious discriminations and property qualifications for
5181,5181,office holders were sometimes retained after the establishment of
5182,5182,government enjoyed by property owners and taxpayers
5183,5183,illustration thomas dorr arousing his followers
5184,5184,free farmer a voice in the government of their common country
5185,5185,fact of the days in which we live and he who has any chance to instruct
5186,5186,or lead in these days must begin by admitting that  where no
5187,5187,well as in the forests and fields of the west
5188,5188,the new democracy enters the arena
5189,5189,the spirit of the new order soon had a pronounced effect on the
5190,5190,machinery of government and the practice of politics the enfranchised
5191,5191,electors were not long in demanding for themselves a larger share in
5192,5192,administration
5193,5193,the spoils system and rotation in officefirst of all they wanted
5194,5194,extended the system of rewarding party workers with government
5195,5195,york and pennsylvania closely connected with it was the practice of
5196,5196,fixing short terms for officers and making frequent changes in
5197,5197,"destruction of free government"" the solution offered was the historic"
5198,5198,"doctrine of ""rotation in office"" at the same time the principle of"
5199,5199,popular election was extended to an increasing number of officials who
5200,5200,had once been appointed either by the governor or the legislature even
5201,5201,"declared elective on the theory that their appointment ""smacked of"
5202,5202,"monarchy"""
5203,5203,popular election of presidential electorsin a short time the spirit
5204,5204,electors with the legislature eight years later south carolina alone
5205,5205,held to the old practice popular election had become the final word
5206,5206,became a recognized institution the election still remained with the
5207,5207,people but the power of picking candidates for their approval passed
5208,5208,into the hands of a small body of senators and representatives
5209,5209,"a reaction against this was unavoidable to friends of ""the plain"
5210,5210,purpose of nominating candidates senators and representatives were
5211,5211,"until then the leadership by men of ""wealth and talents"" had been"
5212,5212,families with the advantages of culture which come from leisure and the
5213,5213,possession of lifes refinements none of them had ever been compelled
5214,5214,to work with his hands for a livelihood four of them had been
5215,5215,with all the culture of his century monroe was a graduate of william
5216,5216,successors called themselves republicans and professed a genuine faith
5217,5217,"in the people but they were not ""of the people"" themselves they were"
5218,5218,"not sons of the soil or the workshop they were all men of ""the grand"
5219,5219,"old order of society"" who gave finish and style even to popular"
5220,5220,government
5221,5221,monroe was the last of the presidents belonging to the heroic epoch of
5222,5222,had wrought american independence and set the government afloat with
5223,5223,he combined a high degree of culture with democratic sympathies
5224,5224,and followed in four years by samuel adams hamilton had been killed in
5225,5225,a duel with burr in  thomas jefferson and john adams were yet alive
5226,5226,to live long enough to protest against the doctrine of nullification
5227,5227,proclaimed by south carolina before death carried him away at the ripe
5228,5228,old age of eightyfive
5229,5229,the election of john quincy adams the campaign of  marked
5230,5230,"the end of the ""era of good feeling"" inaugurated by the collapse of the"
5231,5231,federalist party after the election of  there were four leading
5232,5232,crawford the result of the election was a division of the electoral
5233,5233,votes into four parts and no one received a majority under the
5234,5234,inasmuch as the hero of new orleans had received the largest electoral
5235,5235,make him president jackson shook hands cordially with adams on the day
5236,5236,while adams called himself a republican in politics and often spoke of
5237,5237,"the rule of the people he was regarded by jacksons followers as ""an"
5238,5238,"aristocrat"" he was not a son of the soil neither was he acquainted at"
5239,5239,first hand with the labor of farmers and mechanics he had been educated
5240,5240,"him as a man ""born with a silver spoon in his mouth"" jacksons"
5241,5241,supporters especially disliked him because they thought their hero
5242,5242,entitled to the presidency their anger was deepened when adams
5243,5243,appointed clay to the office of secretary of state and they set up a
5244,5244,"cry that there had been a ""deal"" by which clay had helped to elect adams"
5245,5245,to get office for himself
5246,5246,though adams conducted his administration with great dignity and in a
5247,5247,which he encountered on his election to office or to win popularity in
5248,5248,against appropriations of federal funds for internal improvements by
5249,5249,clay to secure his first election attacked for his advocacy of a high
5250,5250,"protective tariff charged with favoring an ""aristocracy of"
5251,5251,"officeholders"" in washington on account of his refusal to discharge"
5252,5252,house after he had served four years
5253,5253,the triumph of jackson in probably no candidate for the
5254,5254,presidency ever had such passionate popular support as andrew jackson
5255,5255,had in  he was truly a man of the people born of poor parents in
5256,5256,without the advantages of education or the refinements of cultivated
5257,5257,democracy early in his youth he had gone into the frontier of tennessee
5258,5258,where he soon won a name as a fearless and intrepid indian fighter on
5259,5259,when nothing better could be found for the privates from local
5260,5260,prominence he sprang into national fame by his exploit at the battle of
5261,5261,new orleans his reputation as a military hero was enhanced by the
5262,5262,feeling that he had been a martyr to political treachery in  the
5263,5263,farmers of the west and south claimed him as their own the mechanics of
5264,5264,elected president
5265,5265,the returns of the electoral vote in  revealed the sources of
5266,5266,maine he had a majority of the electors in new york and all of them in
5267,5267,pennsylvania and he carried every state south of maryland and beyond
5268,5268,the appalachians adams did not get a single electoral vote in the south
5269,5269,and west the prophecy of the hartford convention had been fulfilled
5270,5270,illustration andrew jackson
5271,5271,the united states entered into a new era until this time the
5272,5272,simplicityhad brought no rude shock to the course of affairs at the
5273,5273,capital hitherto the installation of a president meant that an
5274,5274,men and women journeyed hundreds of miles to witness the ceremony great
5275,5275,civil servants of the government who had enjoyed long and secure tenure
5276,5276,of office became alarmed at the clamor of new men for their positions
5277,5277,doubtless the major portion of them had opposed the election of jackson
5278,5278,and looked with feelings akin to contempt upon him and his followers
5279,5279,"employees to make room for men ""fresh from the people"" this was a new"
5280,5280,custom other presidents had discharged a few officers for engaging in
5281,5281,opposition politics they had been careful in making appointments not to
5282,5282,choose inveterate enemies but they discharged relatively few men on
5283,5283,account of their political views and partisan activities
5284,5284,by wholesale removals and the frank selection of officers on party
5285,5285,groundsa practice already well intrenched in new yorkjackson
5286,5286,"made so simple that any man can in a short time become master of them"""
5287,5287,the tariff and nullificationjackson had not been installed in power
5288,5288,very long before he was compelled to choose between states rights and
5289,5289,nationalism the immediate occasion of the trouble was the tariffa
5290,5290,matter on which jackson did not have any very decided views his mind
5291,5291,did not run naturally to abstruse economic questions and owing to the
5292,5292,"divided opinion of the country it was ""good politics"" to be vague and"
5293,5293,tariff issue was threatening to split the country into parties again
5294,5294,"the development of the policy of ""protection""the war of  and"
5295,5295,the commercial policies of england which followed it had accentuated the
5296,5296,demands from ordinary markets iron foundries and textile mills sprang
5297,5297,up as in the night hundreds of business men invested fortunes in
5298,5298,industrial enterprises so essential to the military needs of the
5299,5299,government and the people at large fell into the habit of buying
5300,5300,americanmade goods again as the london times tersely observed of the
5301,5301,"second war made them formidable"""
5302,5302,"industries"" by dumping the accumulated stores of years suddenly upon"
5303,5303,centers the demand for american agricultural produce it accomplished
5304,5304,the purposes of its framers it kept in operation the mills and furnaces
5305,5305,so recently built it multiplied the number of industrial workers and
5306,5306,enhanced the demand for the produce of the soil it brought about
5307,5307,another very important result it turned the capital and enterprise of
5308,5308,energies toward building and operating ships to carry produce from
5309,5309,america to europe and manufactures from europe to america for this
5310,5310,domestic production and cut down the carrying trade defeated in their
5311,5311,they were powerful friends of protection for american enterprise as the
5312,5312,money invested and the labor employed in the favored industries
5313,5313,began to see eye to eye with the manufacturers so the textile interests
5314,5314,formidable combination in support of a high protective tariff
5315,5315,states on the seaboard had forgotten about the havoc wrought during the
5316,5316,napoleonic wars when their produce rotted because there were no ships to
5317,5317,carry it to europe the seas were now open the area devoted to cotton
5318,5318,"up cotton had in fact become ""king"" and the planters depended for their"
5319,5319,manufacturers whose spinning and weaving mills were the wonder of the
5320,5320,world manufacturing nothing and having to buy nearly everything except
5321,5321,price of the goods they had to buy and was thus in fact a tribute laid
5322,5322,on them for the benefit of the northern mill owners
5323,5323,again in  when northern manufacturers and western farmers forced
5324,5324,congress to make an upward revision of the tariff the act of  known
5325,5325,convention of delegates held at augusta issued a protest of defiance
5326,5326,prevent its enforcement
5327,5327,adopted the famous ordinance of nullification after a few days debate
5328,5328,"gives ""bounties to classes and individuals  at the expense and to the"
5329,5329,"injury and oppression of other classes and individuals"" it is a"
5330,5330,violation of the constitution of the united states and therefore null
5331,5331,and void its enforcement in south carolina is unlawful if the federal
5332,5332,people of this state will thenceforth hold themselves absolved from all
5333,5333,further obligations to maintain or preserve their political connection
5334,5334,with the people of the other states and will forthwith proceed to
5335,5335,organize a separate government and do all other acts and things which
5336,5336,"sovereign and independent states may of right do"""
5337,5337,southern states condemn nullificationthe answer of the country to
5338,5338,"taken georgia responded ""we abhor the doctrine of nullification as"
5339,5339,"neither a peaceful nor a constitutional remedy"" alabama found it"
5340,5340,unsound in theory and dangerous in practice north carolina replied
5341,5341,"of the united states"" mississippi answered ""it is disunion by"
5342,5342,tariff and sustaining the principle of the virginia resolutions but
5343,5343,denying that south carolina could find in them any sanction for her
5344,5344,proceedings
5345,5345,jackson firmly upholds the unionthe eyes of the country were turned
5346,5346,upon andrew jackson it was known that he looked with no friendly
5347,5347,"announced a toast ""our federal union it must be preserved"" when two"
5348,5348,single drop of blood shall be shed there in opposition to the laws of
5349,5349,"engaged in such conduct upon the first tree that i can reach"" he made"
5350,5350,ready to keep his word by preparing for the use of military and naval
5351,5351,forces in sustaining the authority of the federal government then in a
5352,5352,long and impassioned proclamation to the people of south carolina he
5353,5353,solemn resolve to preserve it by all constitutional means nullification
5354,5354,language of conciliation a few days before issuing his proclamation he
5355,5355,suggested that protection should be limited to the articles of domestic
5356,5356,he asked for new legislation to aid him in enforcing the laws with two
5357,5357,henry clay laid before the senate a compromise tariff bill providing for
5358,5358,the gradual reduction of the duties until by  they would reach the
5359,5359,level of the law which calhoun had supported in  about the same
5360,5360,"insidious money power"" one of them openly denounced it as an"
5361,5361,"institution designed ""to strengthen the arm of wealth and counterpoise"
5362,5362,the influence of extended suffrage in the disposition of public
5363,5363,"affairs"""
5364,5364,this sentiment president jackson fully shared in his first message to
5365,5365,congress he assailed the bank in vigorous language he declared that its
5366,5366,constitutionality was in doubt and alleged that it had failed to
5367,5367,establish a sound and uniform currency if such an institution was
5368,5368,"their representatives"""
5369,5369,his response was an instant veto the battle was on and it raged with
5370,5370,even hinted at corruption he refused to assent to the proposition that
5371,5371,the supreme court had settled the question of constitutionality by the
5372,5372,jackson ordered the secretary of the treasury to withdraw the government
5373,5373,deposits which formed a large part of the institutions funds this
5374,5374,action he followed up by an open charge that the bank had used money
5375,5375,shamefully to secure the return of its supporters to congress the
5376,5376,"assumed upon himself authority and power not conferred by the
constitution and laws but in derogation of both"
5377,5377,the effects of the destruction of the bank were widespread when its
5378,5378,in spite of the provision in the constitution that states shall not
5379,5379,issue bills of credit or make anything but gold and silver coin legal
5380,5380,tender in the payment of debts once more the country was flooded by
5381,5381,adopted the practice of depositing huge amounts of government funds in
5382,5382,strictest command to the uttermost part of the country resolutely and
5383,5383,in the face of bitter opposition jackson had removed the deposits from
5384,5384,the united states bank when the senate protested against this arbitrary
5385,5385,of condemnation in time one of his lieutenants with his own hands was
5386,5386,able to tear the censure from the records when chief justice marshall
5387,5387,even choosing his own successor
5388,5388,the rise of the whigs
5389,5389,jackson a deep and exasperated opposition the truth is the conduct of
5390,5390,his entire administration profoundly disturbed the business and finances
5391,5391,of the country it was accompanied by conditions similar to those which
5392,5392,"hickory"" nullifiers and less strenuous advocates of states rights were"
5393,5393,yoked with nationalists of websters school ardent protectionists were
5394,5394,"grand confusion of ideas under the title of ""national republicans"" thus"
5395,5395,old federalist principles protection for american industry internal
5396,5396,improvements respect for the supreme court resistance to executive
5397,5397,tyranny and denunciation of the spoils system though jackson was
5398,5398,"given him some doubts about the faith of ""the whole people"" in the"
5399,5399,"wisdom of his ""reign"""
5400,5400,van buren and the panic of nothing could shake the generals
5401,5401,superb confidence at the end of his second term he insisted on
5402,5402,martin van buren of new york once more he proved his strength by
5403,5403,tennessee
5404,5404,which struck the country with terrible force in the following summer
5405,5405,"destruction of the bank and the issuance of the ""specie circular"" of"
5406,5406, which required the purchasers of public lands to pay for them in
5407,5407,in the west collapsed eastern mills shut down and working people in
5408,5408,to the distracted people he did seek security for government funds by
5409,5409,suggesting the removal of deposits from private banks and the
5410,5410,finally accepted by congress in 
5411,5411,had van buren been a captivating figure he might have lived down the
5412,5412,discredit of the panic unjustly laid at his door but he was far from
5413,5413,owed his position to the quiet and adept management of jackson rather
5414,5414,than to his own personal qualities the men of the frontier did not care
5415,5415,"for him they suspected that he ate from ""gold plate"" and they could not"
5416,5416,forgive him for being an astute politician from new york still the
5417,5417,unanimously in  and saw him go down to utter defeat
5418,5418,indians in indiana he added to his laurels by rendering praiseworthy
5419,5419,services during the war of  when days of peace returned he was
5420,5420,rewarded by a grateful people with a seat in congress then he retired
5421,5421,to quiet life in a little village near cincinnati like jackson he was
5422,5422,held to be a son of the south and the west like jackson he was a
5423,5423,rode into office on a tide of popular feeling against an eastern man
5424,5424,accused of being something of an aristocrat his personal popularity was
5425,5425,sufficient the whigs who nominated him shrewdly refused to adopt a
5426,5426,platform or declare their belief in anything when some democrat
5427,5427,asserted that harrison was a backwoodsman whose sole wants were a jug of
5428,5428,insult but as proof positive that harrison deserved the votes of jackson
5429,5429,men the jug and the cabin they proudly transformed into symbols of the
5430,5430,buren got only sixty
5431,5431,harrison and tylerthe hero of tippecanoe was not long to enjoy the
5432,5432,fruits of his victory the hungry horde of whig office seekers descended
5433,5433,upon him like wolves upon the fold if he went out they waylaid him if
5434,5434,he was none too strong at best and he took a deep cold on the day of his
5435,5435,mortally ill before the end of a month he lay dead at the capitol
5436,5436,whigs railed at him because he would not approve the founding of another
5437,5437,the two countries over the maine boundary a year after closing this
5438,5438,the president to endure alone the buffets of political fortune
5439,5439,the judgment of history is that it was a case of the biter bitten they
5440,5440,had nominated him for the vice presidency as a man of views acceptable
5441,5441,with the chances of his becoming president tyler had not deceived them
5442,5442,friend of the general from tennessee a few grains of sand were to run
5443,5443,through the hour glass before the whig party was to be broken and
5444,5444,scattered as the federalists had been more than a generation before
5445,5445,the interaction of american and european opinion
5446,5446,democracy in england and franceduring the period of jacksonian
5447,5447,successes of the american experiment were used as arguments in favor of
5448,5448,overthrowing the aristocracy which george iii had manipulated with such
5449,5449,classes as a warning against admitting the same classes to a share in
5450,5450,the government of the united states along with the agitation of opinion
5451,5451,conferred the ballotnot on workingmen as yetbut on mill owners and
5452,5452,shopkeepers whom the landlords regarded with genuine horror the initial
5453,5453,step was thus taken in breaking down the privileges of the landed
5454,5454,aristocracy and the rich merchants of england
5455,5455,about the same time a popular revolution occurred in france the bourbon
5456,5456,clergy and the nobility to their ancient rights his policy encountered
5457,5457,equally zealous opposition and in  he was overthrown the popular
5458,5458,under louis philippe this second french revolution made a profound
5459,5459,joined in a great parade to celebrate the fall of the bourbons mingled
5460,5460,"with cheers for the new order in france were hurrahs for ""the peoples"
5461,5461,"states"""
5462,5462,european interest in americato the older and more settled
5463,5463,an inspiration conservatives viewed it with anxiety liberals with
5464,5464,optimism farsighted leaders could see that the tide of democracy was
5465,5465,rising all over the world and could not be stayed naturally the country
5466,5466,that had advanced furthest along the new course was the place in which
5467,5467,to find arguments for and against proposals that europe should make
5468,5468,experiments of the same character
5469,5469,de tocquevilles democracy in americain addition to the casual
5470,5470,traveler there began to visit the united states the thoughtful observer
5471,5471,bent on finding out what manner of nation this was springing up in the
5472,5472,wilderness those who looked with sympathy upon the growing popular
5473,5473,convinced after examining with a critical eye the life and labor of the
5474,5474,both inevitable and successful slavery he thought was a painful
5475,5475,proved to be the irrepressible conflict over it he believed that
5476,5476,through blundering the people were destined to learn the highest of all
5477,5477,life and adding to its gracesthe flaw in american culture that gave
5478,5478,deep distress to many a european leaderde tocqueville thought a
5479,5479,"necessary virtue in the republic ""amongst a democratic people where"
5480,5480,"and honest condition of human existence"" it was this notion of a"
5481,5481,government in the hands of people who labored that struck the french
5482,5482,publicist as the most significant fact in the modern world
5483,5483,harriet martineaus visit to americathis phase of american life
5484,5484,at slave markets she tried to view the country impartially and the
5485,5485,thing that left the deepest mark on her mind was the solidarity of the
5486,5486,"people in one great political body ""however various may be the tribes"
5487,5487,political obligations in that selfgoverning country all are held to
5488,5488,have an equal interest in the principles of its institutions and to be
5489,5489,"bound in equal duty to watch their workings"" miss martineau was also"
5490,5490,impressed with the passion of americans for land ownership and
5491,5491,contrasted the united states favorably with england where the tillers of
5492,5492,the soil were either tenants or laborers for wages
5493,5493,adverse criticismby no means all observers and writers were
5494,5494,saw in the united states only roughness and ignorance she lamented the
5495,5495,total and universal want of manners both in males and females adding
5496,5496,critics were even more savage the editor of the foreign quarterly
5497,5497,"petulantly exclaimed that the united states was ""a brigand"
5498,5498,"confederation"" charles dickens declared the country to be ""so maimed"
5499,5499,"expense of america ""their franklins and washingtons and all the other"
5500,5500,sages and heroes of their revolution were born and bred subjects of the
5501,5501,years of their independence they have done absolutely nothing for the
5502,5502,studies of politics or political economy in the four quarters of the
5503,5503,globe who reads an american book or goes to an american play or looks
5504,5504,"at an american picture or statue"" to put a sharp sting into his taunt"
5505,5505,"fostered ""under which of the old tyrannical governments of europe is"
5506,5506,"every sixth man a slave whom his fellow creatures may buy and sell"""
5507,5507,thought about certain particulars in the indictments brought against
5508,5508,gave little heed to carping critics who saw the flaws and not the
5509,5509,achievements of our countrycritics who were in fact less interested in
5510,5510,america than in preventing the rise and growth of democracy in europe
5511,5511,references
5512,5512,ii
5513,5513,questions
5514,5514, by what devices was democracy limited in the first days of our
5515,5515,republic
5516,5516, on what grounds were the limitations defended attacked
5517,5517, outline the rise of political democracy in the united states
5518,5518, describe three important changes in our political system
5519,5519, contrast the presidents of the old and the new generations
5520,5520, account for the unpopularity of john adams administration
5521,5521, what had been the career of andrew jackson before 
5522,5522, sketch the history of the protective tariff and explain the theory
5523,5523,underlying it
5524,5524, explain the growth of southern opposition to the tariff
5525,5525, relate the leading events connected with nullification in south
5526,5526,carolina
5527,5527, state jacksons views and tell the outcome of the controversy
5528,5528, why was jackson opposed to the bank how did he finally destroy it
5529,5529," the whigs complained of jacksons ""executive tyranny"" what did they"
5530,5530,mean
5531,5531, give some of the leading events in clays career
5532,5532, how do you account for the triumph of harrison in 
5533,5533, why was europe especially interested in america at this period who
5534,5534,were some of the european writers on american affairs
5535,5535,research topics
5536,5536,jacksons view of the unionsee his proclamation on nullification in
5537,5537,the websterhayne debateanalyze the arguments extensive extracts
5538,5538,chapter xii
5539,5539,the middle border and the great west
5540,5540,before his minds eye the great stretches of unoccupied lands between
5541,5541,the appalachians and the mississippi he also had before him the history
5542,5542,far wrong but before the lapse of half that time there appeared beyond
5543,5543,pacific ocean where american emigrants had raised the bear flag of
5544,5544,california
5545,5545,the advance of the middle border
5546,5546,"crossed during washingtons administration ""to escape from civilization"""
5547,5547,from the old southern statesfrom virginia and the carolinas as well as
5548,5548,from kentucky and tennessee when the great compromise of 
5549,5549,claimed as their own the soil on which they first planted their feet
5550,5550,restrictions of civilized life
5551,5551,and arkansas were well adapted to the cultivation of cotton and tobacco
5552,5552,and their sylvan peace was soon broken by an invasion of planters the
5553,5553,toward missouri and along the southern border westward to the red river
5554,5554,in time the slaves in the tier of counties against louisiana ranged from
5555,5555,thirty to seventy per cent of the population this marked the doom of
5556,5556,that the time had come for them to enjoy the privileges of a
5557,5557,commonwealth all along the southern border the land had been occupied
5558,5558,adopted the townmeeting plan of selfgovernment after the fashion of
5559,5559,the old home the famous post of detroit was growing into a flourishing
5560,5560,were more than ninety thousand inhabitants in the territory so it was
5561,5561,and started a lively quarrel with ohio over the southern boundary the
5562,5562,hand of congress was now forced objections were made to the new
5563,5563,constitution on the ground that it gave the ballot to all free white
5564,5564,wisconsinacross lake michigan to the west lay the territory of
5565,5565,menardwere the first white men to paddle their frail barks through the
5566,5566,northern waters they first blazed their trails into the black forests
5567,5567,and left traces of their work in the names of portages and little
5568,5568,villages it was from these forests that red men in full war paint
5569,5569,journeyed far to fight under the fleurdelis of france when the
5570,5570,soldiers of king louis made their last stand at quebec and montreal
5571,5571,against the imperial arms of britain it was here that the british flag
5572,5572,was planted in  and that the great pontiac conspiracy was formed two
5573,5573,years later to overthrow british dominion
5574,5574,they were soon joined by hustling yankee fur traders who did battle
5575,5575,royal against british interlopers the traders cut their way through
5576,5576,forest trails and laid out the routes through lake and stream and over
5577,5577,"portages for the settlers and their families from the states ""back"
5578,5578,"east"" it was the forest ranger who discovered the water power later"
5579,5579,used to turn the busy mills grinding the grain from the spreading farm
5580,5580,claims had it not been for the gold fever of  that drew the
5581,5581,taken high rank among the mining regions of the country
5582,5582,the territory they joined americans from the older states in clearing
5583,5583,for the traffic that poured to and from the great lakes
5584,5584,iowa and minnesotato the southwest of wisconsin beyond the
5585,5585,statehood a tide of immigration that might have flowed into missouri
5586,5586,preferred the open country above the compromise line with incredible
5587,5587,religion and learning might be cherished on the frontier as in the
5588,5588,laid siege to the door of congress and were admitted to the union in
5590,5590,first white settlement was the little french village of mendota to the
5591,5591,revealed by the historic journey of zebulon pike in  and by american
5592,5592,fur traders who were quick to take advantage of the opportunity to ply
5593,5593,their arts of hunting and bartering in fresh fields in  an
5594,5594,plea was granted and minnesota showed her gratitude three years later by
5595,5595,being first among the states to offer troops to lincoln in the hour of
5596,5596,peril
5597,5597,on to the pacifictexas and the mexican war
5598,5598,the uniformity of the middle westthere was a certain monotony about
5599,5599,pioneering in the northwest and on the middle border as the long
5600,5600,uniformity also about the endless succession of fertile fields spreading
5601,5601,far and wide under the hot summer sun no majestic mountains relieved
5602,5602,the sweep of the prairie few monuments of other races and antiquity
5603,5603,were there to awaken curiosity about the region no sonorous bells in
5604,5604,old missions rang out the time of day the chaffering red man bartering
5605,5605,blankets and furs for powder and whisky had passed farther on the
5606,5606,population was made up of plain farmers and their families engaged in
5607,5607,rotation of crops nearly all the settlers were of native american stock
5608,5608,into whose frugal and industrious lives the later irish and german
5609,5609,prosaic sameness
5610,5610,illustration santa barbara mission
5611,5611,a contrast in the far west and southwestas george rogers clark and
5612,5612,daniel boone had stirred the snug americans of the seaboard to seek
5613,5613,setting for this new scene in the westward movement was thrown out in a
5614,5614,wide sweep from the headwaters of the mississippi to the banks of the
5615,5615,rio grande from the valleys of the sabine and red rivers to montana and
5616,5616,presented such startling diversities that only the eye of faith could
5617,5617,foresee the unifying power of nationalism binding its communities with
5618,5618,the older sections of the country what contrasts indeed the blue grass
5619,5619,iowathe mighty rockies shouldering themselves high against the
5620,5620,horizon the long bleak winters of wisconsincalifornia of endless
5621,5621,summer the log churches of indiana or illinoisthe quaint missions of
5622,5622,and scattered about through the southwest were signs of an ancient
5623,5623,lifted themselves in the scale of culture above the savages of the
5624,5624,plain
5625,5625,the settlers of this vast empire were to be as diverse in their origins
5626,5626,and habits as those of the colonies on the coast had been americans of
5627,5627,states to them were added the migratory germans as well now for the
5628,5628,first time came throngs of scandinavians some were to make their homes
5629,5629,on quiet farms as the border advanced against the setting sun others
5630,5630,of aggression i trust indeed that providence will beat back and humble
5631,5631,our cupidity and ambition i now ask whether as a people we are
5632,5632,prepared to seize on a neighboring territory for the end of extending
5633,5633,slavery i ask whether as a people we can stand forth in the sight of
5634,5634,"perish sooner be our name blotted out from the record of nations"""
5635,5635,william lloyd garrison called for the secession of the northern states
5636,5636,if texas was brought into the union with slavery john quincy adams
5637,5637,warned his countrymen that they were treading in the path of the
5638,5638,imperialism that had brought the nations of antiquity to judgment and
5639,5639,of new york and the election of  by giving a qualified approval of
5640,5640,reannexation of texas based on claims which the united states once
5641,5641,had to spanish territory beyond the sabine river
5642,5642,annexationthe politicians were disposed to walk very warily van
5643,5643,firmly fixed on the idea of reelection and let the troublesome matter
5644,5644,rest until the end of his administration was in sight he then listened
5645,5645,with favor to the voice of the south calhoun stated what seemed to be a
5646,5646,convincing argument all good americans have their hearts set on the
5647,5647,constitution the admission of texas is absolutely essential to the
5648,5648,preservation of the union it will give a balance of power to the south
5649,5649,as against the north growing with incredible swiftness in wealth and
5650,5650,treaty of annexationa commission at once executed this scheme was
5651,5651,blocked in the senate where the necessary twothirds vote could not be
5652,5652,illustration texas and the territory in dispute
5653,5653,being a dispute over the boundaries of the new state the texans claimed
5654,5654,all the lands down to the rio grande the mexicans placed the border of
5655,5655,texas at the nueces river and a line drawn thence in a northerly
5656,5656,ordered general zachary taylor to move beyond the nueces in defense of
5657,5657,"american blood had been ""spilled on american soil"" and that war existed"
5658,5658,brushed aside the protests of those who deplored the conduct of the
5659,5659,government as wanton aggression on a weaker nation and granted money and
5660,5660,supplies to prosecute the war the few whigs in the house of
5661,5661,accepted the inevitable with such good grace as they could command all
5662,5662,through the south and the west the war was popular new england
5663,5663,precipitated by policies not of its own choosing only a handful of firm
5664,5664,scorn and sarcasm to the bitter end
5665,5665,the outcome of the warthe foregone conclusion was soon reached
5666,5666,general taylor might have delivered the fatal thrust from northern
5667,5667,to divide the honors by sending general scott to strike a blow at the
5668,5668,heroes were lifted into presidential possibilities in the far west a
5669,5669,stripes on the pacific slope
5670,5670,the vanquished received fifteen million dollars in cash and the
5671,5671,along the southern border of arizona and new mexico was secured on
5672,5672,payment of ten million dollars
5673,5673,general taylor elected presidentthe ink was hardly dry upon the
5674,5674,"forty or fight"" the last two slogans were founded on american"
5675,5675,discoveries and explorations in the far northwest their appearance in
5676,5676,the nation the attention which its importance warranted
5677,5677,joint occupation and settlementboth england and the united states
5678,5678,had long laid claim to oregon and in  they had agreed to occupy the
5679,5679,territory jointlya contract which was renewed ten years later for an
5680,5680,to hunt and settle anywhere in the region the vanguard of british fur
5681,5681,whitmanwere preaching the gospel to the indians
5682,5682,heard of the fertile lands awaiting their plows on the pacific slope
5683,5683,those with the pioneering spirit made ready to take possession of the
5684,5684,new country in  a band went around by cape horn four years later a
5685,5685,regulations until such time as the united states of america extend their
5686,5686,"jurisdiction over us"" thus selfgovernment made its way across the"
5687,5687,rocky mountains
5688,5688,illustration the oregon country and the disputed boundary
5689,5689,the boundary dispute with england adjustedby this time it was
5690,5690,evident that the boundaries of oregon must be fixed having made the
5691,5691,pressed it upon the attention of the country in his inaugural address
5692,5692,and his first message to congress he reiterated the claim of the
5693,5693,"democratic platform that ""our title to the whole territory of oregon is"
5694,5694,"clear and unquestionable"" this pretension great britain firmly"
5695,5695,leaving the northern and eastern sections in the status of a territory
5696,5696,fortune not wrested from them the fair country of california upon this
5697,5697,huge territory they had set their hearts the mild climate and fertile
5698,5698,soil seemed well suited to slavery and the planters expected to extend
5699,5699,their sway to the entire domain california was a state of more than
5700,5700,that became necessary to preserve the southern balance of power
5701,5701,were not on the side of the planters already americans of a far
5702,5702,different type were invading the pacific slope long before polk ever
5703,5703,around the horn daring skippers had sailed out of new england harbors
5704,5704,many a new england port as a good captain let go his anchor on his
5705,5705,return from the long trading voyage in the pacific
5706,5706,illustration the overland trails
5707,5707,western scouts searched for overland routes to the pacific zebulon
5708,5708,spain and had shown his countrymen how easy it was to reach santa fe
5709,5709,caravans heavily guarded by armed men against marauding indians sand
5710,5710,storms often wiped out all signs of the route hunger and thirst did
5711,5711,many a band of wagoners to death but the lure of the game and the
5712,5712,mules and many a fortune was made out of the traffic
5713,5713,americans in californiawhy stop at santa fe the question did not
5714,5714,angeles thirteen years later fremont made the first of his celebrated
5715,5715,the entire country in the far west in the wake of the pathfinders went
5716,5716,inhabitants in the little post of two thousand on san francisco bay were
5717,5717,beginning but the end of the american conquest of californiaa conquest
5718,5718,some mechanical pursuit
5719,5719,the discovery of goldas if to clinch the hold on california already
5720,5720,discovery of gold at sutters mill in the sacramento valley when this
5721,5721,the earth
5722,5722,illustration from an old print
5723,5723,san francisco in 
5724,5724,california a free statewith this increase in population there
5725,5725,naturally resulted the usual demand for admission to the union instead
5726,5726,"delegates brushed aside the plea that ""the balance of power between the"
5727,5727,"north and south"" required the admission of their state as a slave"
5728,5728,and boldly made their request for inclusion among the united states
5729,5729,applicant robert toombs of georgia vowed to god that he preferred
5730,5730, california was admitted as a free state
